country,field,year,num_patent_granted,complete
Austria,Telecommunications,2016,2,True
Hungary,Transportation,2017,0,True
Italy,Transportation,2023,0,False
Netherlands,Transportation,2018,0,True
Finland,Transportation,2018,0,True
Finland,Transportation,2019,2,True
Finland,Transportation,2020,0,False
Canada,Transportation,2020,30,False
United Kingdom,Transportation,2016,18,True
Romania,Transportation,2017,0,True
Singapore,Transportation,2019,8,True
China (mainland),Transportation,2025,135,False
Spain,Transportation,2020,4,False
Ukraine,Transportation,2017,0,True
Ukraine,Transportation,2019,0,True
Israel,Transportation,2022,1,False
Ireland,Transportation,2022,0,False
Hungary,Agriculture,2019,0,True
Israel,Agriculture,2022,0,False
Sweden,Agriculture,2020,3,False
Austria,Agriculture,2019,0,True
Croatia,Agriculture,2022,0,False
Finland,Agriculture,2018,1,True
Finland,Agriculture,2023,0,False
Germany,Agriculture,2019,9,True
Germany,Agriculture,2023,2,False
United Kingdom,Agriculture,2024,0,False
Norway,Agriculture,2019,0,True
Spain,Agriculture,2016,1,True
Croatia,All,2019,2,True
Luxembourg,All,2017,3,True
Portugal,All,2021,3,False
China (mainland),All,2024,41856,False
Germany,All,2022,326,False
Turkey,All,2016,1,True
Denmark,All,2018,25,True
Argentina,All,2018,6,True
Japan,All,2018,3055,True
Taiwan,All,2018,311,True
France,Banking and Finance,2019,12,True
Romania,Banking and Finance,2023,0,False
Austria,Banking and Finance,2017,0,True
Austria,Banking and Finance,2022,0,False
India,Banking and Finance,2018,4,True
India,Banking and Finance,2021,0,False
Canada,Banking and Finance,2020,26,False
Slovakia,Banking and Finance,2023,0,False
Singapore,Banking and Finance,2019,20,True
Greece,Banking and Finance,2016,0,True
Denmark,Banking and Finance,2021,0,False
Portugal,Banking and Finance,2022,0,False
Italy,Business,2016,1,True
Netherlands,Business,2024,2,False
Luxembourg,Business,2019,1,True
Australia,Business,2020,76,False
Australia,Business,2021,120,False
Argentina,Business,2022,0,False
Turkey,Business,2016,1,True
Germany,Business,2023,9,False
Spain,Energy Management,2019,7,True
Philippines,Energy Management,2016,0,True
Sweden,Energy Management,2022,4,False
Ukraine,Energy Management,2022,0,False
Switzerland,Energy Management,2017,0,True
United Kingdom,Energy Management,2023,2,False
Mexico,Energy Management,2019,4,True
Italy,Energy Management,2016,0,True
Greece,Energy Management,2021,1,False
Estonia,Energy Management,2022,0,False
World Intellectual Property Organization (WIPO),Energy Management,2021,1,False
Italy,Industry and Manufacturing,2019,4,True
Finland,Industry and Manufacturing,2018,3,True
Taiwan,Industry and Manufacturing,2016,7,True
Taiwan,Industry and Manufacturing,2022,8,False
Luxembourg,Industry and Manufacturing,2017,0,True
Croatia,Industry and Manufacturing,2019,0,True
South Korea,Industry and Manufacturing,2022,340,False
Lithuania,Life Sciences,2018,4,True
Lithuania,Life Sciences,2019,2,True
Brazil,Life Sciences,2019,41,True
Switzerland,Life Sciences,2017,1,True
Switzerland,Life Sciences,2020,0,False
New Zealand,Life Sciences,2020,3,False
New Zealand,Life Sciences,2022,0,False
Argentina,Life Sciences,2018,1,True
Morocco,Life Sciences,2022,0,False
Latvia,Personal Devices and Computing,2020,0,False
Sweden,Personal Devices and Computing,2021,7,False
Sweden,Personal Devices and Computing,2022,4,False
United States,Personal Devices and Computing,2019,7993,True
Luxembourg,Personal Devices and Computing,2020,7,False
Poland,Personal Devices and Computing,2017,12,True
Taiwan,Personal Devices and Computing,2022,64,False
European Patent Organization,Personal Devices and Computing,2022,97,False
Russia,Personal Devices and Computing,2020,76,False
Russia,Personal Devices and Computing,2021,13,False
Mexico,Personal Devices and Computing,2022,1,False
France,Personal Devices and Computing,2021,35,False
Netherlands,Personal Devices and Computing,2017,1,True
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2019,3,True
Belgium,Physical Sciences and Engineering,2022,3,False
United States,Physical Sciences and Engineering,2019,371,True
European Patent Organization,Physical Sciences and Engineering,2016,1,True
Costa Rica,Physical Sciences and Engineering,2020,0,False
Greece,Physical Sciences and Engineering,2022,0,False
Saudi Arabia,Physical Sciences and Engineering,2021,0,False
Indonesia,Physical Sciences and Engineering,2016,0,True
Bulgaria,Physical Sciences and Engineering,2019,0,True
Greece,Security,2024,0,False
New Zealand,Security,2017,1,True
Peru,Security,2020,1,False
United Kingdom,Security,2017,17,True
United Kingdom,Security,2018,20,True
United States,Security,2019,1058,True
Austria,Security,2019,0,True
Hungary,Security,2019,1,True
Hungary,Security,2023,0,False
Taiwan,Security,2018,11,True
Bulgaria,Security,2024,0,False
Romania,Telecommunications,2016,0,True
Portugal,Telecommunications,2020,1,False
Argentina,Telecommunications,2022,1,False
Ukraine,Telecommunications,2024,0,False
South Africa,Telecommunications,2023,0,False
South Korea,Telecommunications,2023,205,False
Belgium,Telecommunications,2020,0,False
Denmark,Transportation,2016,3,True
United States,Transportation,2016,714,True
Germany,Transportation,2019,143,True
Mexico,Transportation,2018,8,True
Mexico,Transportation,2021,1,False
Romania,Transportation,2018,0,True
China (mainland),Transportation,2021,4192,False
Malaysia,Transportation,2021,0,False
Sweden,Transportation,2016,3,True
New Zealand,Transportation,2022,0,False
Portugal,Agriculture,2017,0,True
Taiwan,Agriculture,2021,3,False
Hungary,Agriculture,2020,0,False
South Africa,Agriculture,2017,0,True
Russia,Agriculture,2019,2,True
Turkey,Agriculture,2020,0,False
Bulgaria,Agriculture,2018,0,True
Peru,All,2017,1,True
Canada,All,2017,352,True
Luxembourg,All,2025,1,False
Saudi Arabia,All,2021,1,False
Chile,All,2018,1,True
Philippines,All,2016,2,True
Philippines,All,2023,1,False
Finland,All,2023,5,False
Turkey,Banking and Finance,2017,0,True
Czechia,Banking and Finance,2021,0,False
Romania,Banking and Finance,2022,0,False
United States,Banking and Finance,2021,382,False
South Korea,Banking and Finance,2019,164,True
Norway,Banking and Finance,2018,1,True
China (mainland),Banking and Finance,2021,946,False
Greece,Banking and Finance,2024,0,False
Italy,Banking and Finance,2020,0,False
Bulgaria,Banking and Finance,2019,0,True
Poland,Banking and Finance,2020,2,False
Peru,Banking and Finance,2018,0,True
Peru,Banking and Finance,2019,0,True
Netherlands,Business,2022,6,False
Slovenia,Business,2016,0,True
Luxembourg,Business,2016,0,True
South Korea,Business,2024,28,False
Spain,Business,2016,4,True
World Intellectual Property Organization (WIPO),Business,2020,7,False
Taiwan,Business,2020,22,False
Peru,Business,2018,0,True
France,Business,2022,3,False
South Africa,Business,2017,0,True
Hungary,Business,2016,2,True
Hungary,Business,2019,0,True
United Kingdom,Energy Management,2016,1,True
Austria,Energy Management,2023,1,False
Australia,Energy Management,2018,12,True
San Marino,Energy Management,2018,0,True
Taiwan,Energy Management,2017,4,True
India,Energy Management,2016,2,True
United Kingdom,Industry and Manufacturing,2019,10,True
Uruguay,Industry and Manufacturing,2017,1,True
Spain,Industry and Manufacturing,2023,1,False
Finland,Industry and Manufacturing,2017,1,True
San Marino,Industry and Manufacturing,2020,1,False
Austria,Industry and Manufacturing,2019,0,True
Portugal,Industry and Manufacturing,2016,1,True
Portugal,Industry and Manufacturing,2018,2,True
Bulgaria,Industry and Manufacturing,2018,0,True
South Korea,Industry and Manufacturing,2020,364,False
Canada,Industry and Manufacturing,2016,22,True
Canada,Industry and Manufacturing,2018,36,True
Canada,Industry and Manufacturing,2021,28,False
Taiwan,Life Sciences,2022,57,False
Hungary,Life Sciences,2020,2,False
Greece,Life Sciences,2019,0,True
Slovenia,Life Sciences,2019,1,True
Australia,Life Sciences,2024,0,False
Austria,Life Sciences,2022,0,False
Canada,Life Sciences,2018,170,True
Norway,Life Sciences,2020,1,False
China (mainland),Life Sciences,2017,570,True
Chile,Personal Devices and Computing,2018,0,True
Turkey,Personal Devices and Computing,2018,4,True
Sweden,Physical Sciences and Engineering,2016,1,True
Sweden,Physical Sciences and Engineering,2019,2,True
Sweden,Physical Sciences and Engineering,2021,1,False
Switzerland,Physical Sciences and Engineering,2019,0,True
Taiwan,Physical Sciences and Engineering,2016,2,True
Austria,Physical Sciences and Engineering,2023,0,False
Finland,Physical Sciences and Engineering,2023,0,False
Singapore,Physical Sciences and Engineering,2019,2,True
Denmark,Physical Sciences and Engineering,2023,0,False
China (mainland),Physical Sciences and Engineering,2021,1339,False
Latvia,Physical Sciences and Engineering,2020,0,False
Netherlands,Physical Sciences and Engineering,2021,2,False
Peru,Security,2022,0,False
Japan,Security,2016,58,True
Taiwan,Security,2019,6,True
Ireland,Security,2022,0,False
Australia,Security,2016,23,True
Belgium,Security,2021,1,False
China (mainland),Security,2025,56,False
Israel,Security,2023,0,False
Australia,Telecommunications,2018,76,True
Iran,Telecommunications,2018,1,True
Portugal,Telecommunications,2019,1,True
Eurasian Patent Organization,Telecommunications,2017,0,True
United Kingdom,Telecommunications,2019,63,True
Denmark,Transportation,2019,4,True
Poland,Transportation,2022,0,False
Finland,Transportation,2017,1,True
Switzerland,Transportation,2016,1,True
Switzerland,Transportation,2020,0,False
Japan,Transportation,2024,0,False
Spain,Transportation,2017,10,True
South Korea,Transportation,2022,263,False
Austria,Transportation,2019,3,True
New Zealand,Transportation,2017,0,True
Taiwan,Agriculture,2023,2,False
Slovenia,Agriculture,2023,0,False
Morocco,Agriculture,2017,0,True
Belgium,Agriculture,2018,2,True
Switzerland,Agriculture,2022,0,False
South Korea,Agriculture,2016,13,True
Ukraine,Agriculture,2021,0,False
China (mainland),Agriculture,2017,89,True
France,Agriculture,2020,3,False
World Intellectual Property Organization (WIPO),All,2021,97,False
San Marino,All,2020,1,False
China (mainland),All,2018,16335,True
Colombia,All,2022,1,False
Morocco,All,2019,5,True
Turkey,All,2017,3,True
Ireland,All,2022,1,False
Switzerland,All,2017,1,True
Poland,All,2019,29,True
Hungary,All,2016,7,True
Hungary,All,2022,7,False
Taiwan,Banking and Finance,2024,1,False
Turkey,Banking and Finance,2016,1,True
Norway,Banking and Finance,2023,0,False
Canada,Banking and Finance,2022,7,False
Japan,Banking and Finance,2016,32,True
Peru,Banking and Finance,2017,0,True
Portugal,Banking and Finance,2016,0,True
Luxembourg,Business,2023,17,False
Saudi Arabia,Business,2022,0,False
United Kingdom,Business,2016,24,True
Mexico,Business,2020,11,False
Greece,Business,2021,1,False
Russia,Business,2021,1,False
European Patent Organization,Business,2020,40,False
European Patent Organization,Business,2023,7,False
Sweden,Energy Management,2016,0,True
Russia,Energy Management,2019,0,True
Peru,Energy Management,2016,0,True
Hungary,Energy Management,2019,2,True
Turkey,Energy Management,2017,0,True
Taiwan,Energy Management,2020,16,False
Japan,Industry and Manufacturing,2017,189,True
Spain,Industry and Manufacturing,2017,4,True
Poland,Industry and Manufacturing,2016,1,True
Croatia,Industry and Manufacturing,2018,0,True
Ireland,Industry and Manufacturing,2018,0,True
Poland,Life Sciences,2016,6,True
Spain,Life Sciences,2021,17,False
Netherlands,Life Sciences,2021,8,False
Israel,Life Sciences,2021,0,False
Jordan,Life Sciences,2021,0,False
Mexico,Life Sciences,2016,8,True
Mexico,Life Sciences,2019,21,True
Argentina,Life Sciences,2017,0,True
United States,Life Sciences,2016,717,True
Greece,Life Sciences,2022,5,False
Luxembourg,Life Sciences,2025,0,False
Singapore,Life Sciences,2020,0,False
Malaysia,Life Sciences,2016,1,True
World Intellectual Property Organization (WIPO),Life Sciences,2018,6,True
China (mainland),Life Sciences,2024,3792,False
Morocco,Personal Devices and Computing,2017,1,True
Argentina,Personal Devices and Computing,2022,1,False
Portugal,Personal Devices and Computing,2018,4,True
Uruguay,Personal Devices and Computing,2017,0,True
United Kingdom,Personal Devices and Computing,2016,75,True
Peru,Personal Devices and Computing,2018,2,True
Belgium,Personal Devices and Computing,2016,1,True
South Africa,Personal Devices and Computing,2024,0,False
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2022,16,False
Finland,Personal Devices and Computing,2022,5,False
Germany,Personal Devices and Computing,2019,185,True
Philippines,Physical Sciences and Engineering,2018,1,True
Peru,Physical Sciences and Engineering,2017,1,True
United States,Physical Sciences and Engineering,2016,125,True
Morocco,Physical Sciences and Engineering,2022,0,False
Denmark,Physical Sciences and Engineering,2021,1,False
Greece,Physical Sciences and Engineering,2017,0,True
Brazil,Physical Sciences and Engineering,2019,13,True
Malaysia,Security,2021,0,False
Denmark,Security,2018,2,True
Ukraine,Security,2016,0,True
Poland,Security,2023,0,False
United States,Security,2021,719,False
Spain,Security,2018,4,True
South Africa,Security,2019,0,True
San Marino,Telecommunications,2018,1,True
Argentina,Telecommunications,2018,0,True
Ireland,Telecommunications,2023,0,False
Bulgaria,Telecommunications,2019,0,True
Lithuania,Telecommunications,2019,1,True
France,Telecommunications,2019,41,True
Italy,Transportation,2016,2,True
Lithuania,Transportation,2016,0,True
Greece,Transportation,2017,0,True
Peru,Transportation,2017,0,True
Brazil,Transportation,2020,4,False
India,Transportation,2020,0,False
Denmark,Agriculture,2021,0,False
Australia,Agriculture,2023,0,False
Switzerland,Agriculture,2018,0,True
Switzerland,Agriculture,2019,0,True
Austria,Agriculture,2020,0,False
Czechia,Agriculture,2022,0,False
Ukraine,Agriculture,2019,0,True
Luxembourg,Agriculture,2025,0,False
Canada,Agriculture,2017,15,True
Canada,Agriculture,2018,29,True
European Patent Organization,All,2020,652,False
Romania,All,2019,1,True
South Korea,All,2018,3323,True
