country,field,year,num_patent_applications,complete
Canada,Energy Management,2016,11,True
Greece,Energy Management,2022,0,False
Malaysia,Energy Management,2018,1,True
Mexico,Energy Management,2023,0,False
Belgium,Energy Management,2016,1,True
Denmark,Energy Management,2019,1,True
Ukraine,Energy Management,2021,0,True
Croatia,Energy Management,2018,0,True
Brazil,Energy Management,2021,3,True
Switzerland,Energy Management,2016,1,True
South Korea,Energy Management,2021,482,True
Japan,Energy Management,2017,79,True
Japan,Energy Management,2021,154,True
Uruguay,Industry and Manufacturing,2020,1,True
Japan,Industry and Manufacturing,2022,234,False
Israel,Industry and Manufacturing,2017,3,True
Mexico,Industry and Manufacturing,2016,6,True
Bulgaria,Industry and Manufacturing,2017,0,True
Denmark,Industry and Manufacturing,2017,0,True
Croatia,Industry and Manufacturing,2020,1,True
Saudi Arabia,Industry and Manufacturing,2021,0,True
India,Industry and Manufacturing,2017,9,True
Kenya,Life Sciences,2016,0,True
Ukraine,Life Sciences,2019,1,True
China (mainland),Life Sciences,2019,3009,True
Singapore,Life Sciences,2021,0,True
Turkey,Life Sciences,2020,12,True
Croatia,Life Sciences,2023,0,False
Brazil,Life Sciences,2022,3,False
Switzerland,Life Sciences,2022,0,False
Ireland,Personal Devices and Computing,2016,1,True
Luxembourg,Personal Devices and Computing,2024,22,False
Austria,Personal Devices and Computing,2020,6,True
Hungary,Personal Devices and Computing,2022,5,False
Portugal,Personal Devices and Computing,2019,4,True
Singapore,Personal Devices and Computing,2019,78,True
Greece,Personal Devices and Computing,2023,5,False
Canada,Personal Devices and Computing,2021,248,True
Malaysia,Personal Devices and Computing,2022,1,False
Mexico,Personal Devices and Computing,2020,34,True
Finland,Personal Devices and Computing,2017,12,True
United Kingdom,Physical Sciences and Engineering,2020,19,True
New Zealand,Physical Sciences and Engineering,2019,1,True
Switzerland,Physical Sciences and Engineering,2021,1,True
Taiwan,Physical Sciences and Engineering,2016,2,True
Argentina,Physical Sciences and Engineering,2020,2,True
Canada,Physical Sciences and Engineering,2022,54,False
South Africa,Physical Sciences and Engineering,2018,0,True
Italy,Physical Sciences and Engineering,2017,0,True
Malaysia,Physical Sciences and Engineering,2021,1,True
Japan,Physical Sciences and Engineering,2018,131,True
China (mainland),Security,2021,3005,True
Luxembourg,Security,2017,0,True
United Kingdom,Security,2020,24,True
Slovenia,Security,2018,0,True
Slovenia,Security,2023,0,False
Norway,Security,2021,0,True
Italy,Security,2018,4,True
Czechia,Security,2019,0,True
Russia,Security,2016,14,True
Japan,Security,2023,19,False
Jordan,Security,2017,0,True
Austria,Security,2022,2,False
Saudi Arabia,Telecommunications,2021,0,True
Morocco,Telecommunications,2016,0,True
Luxembourg,Telecommunications,2025,0,False
Brazil,Telecommunications,2020,25,True
Taiwan,Telecommunications,2024,0,False
Austria,Telecommunications,2022,2,False
Kenya,Telecommunications,2016,0,True
Philippines,Telecommunications,2023,0,False
Mexico,Telecommunications,2024,0,False
Australia,Telecommunications,2019,113,True
Germany,Transportation,2020,190,True
World Intellectual Property Organization (WIPO),Transportation,2020,26,True
South Korea,Transportation,2023,240,False
Austria,Transportation,2017,5,True
Croatia,Transportation,2023,0,False
Portugal,Transportation,2018,2,True
Chile,Transportation,2021,0,True
Greece,Transportation,2021,0,True
Kenya,Agriculture,2016,0,True
Australia,Agriculture,2023,12,False
Singapore,Agriculture,2019,2,True
Chile,Agriculture,2021,0,True
Hungary,Agriculture,2021,0,True
Sweden,Agriculture,2019,2,True
Oman,All,2016,1,True
Greece,All,2024,1,False
Bulgaria,All,2024,17,False
Canada,Banking and Finance,2017,28,True
South Africa,Banking and Finance,2019,0,True
European Patent Organization,Banking and Finance,2017,11,True
New Zealand,Banking and Finance,2016,0,True
Austria,Banking and Finance,2020,1,True
Mexico,Business,2020,21,True
United Kingdom,Business,2020,38,True
Japan,Business,2017,197,True
Romania,Business,2020,0,True
Sweden,Business,2019,0,True
Hungary,Business,2023,1,False
United States,Business,2020,2069,True
Austria,Business,2022,1,False
Ukraine,Business,2016,0,True
International Bureau of WIPO,Business,2019,0,True
San Marino,Business,2020,0,True
Uruguay,Energy Management,2020,0,True
Taiwan,Energy Management,2017,4,True
World Intellectual Property Organization (WIPO),Energy Management,2021,31,True
Denmark,Energy Management,2017,0,True
Eurasian Patent Organization,Energy Management,2016,1,True
France,Energy Management,2022,15,False
China (mainland),Energy Management,2016,536,True
China (mainland),Energy Management,2020,3237,True
China (mainland),Industry and Manufacturing,2016,254,True
Sweden,Industry and Manufacturing,2016,1,True
Sweden,Industry and Manufacturing,2020,5,True
Japan,Industry and Manufacturing,2020,292,True
Malaysia,Industry and Manufacturing,2017,1,True
Russia,Industry and Manufacturing,2018,7,True
Romania,Industry and Manufacturing,2024,0,False
Netherlands,Industry and Manufacturing,2023,1,False
Bulgaria,Industry and Manufacturing,2021,0,True
New Zealand,Industry and Manufacturing,2019,1,True
Belgium,Industry and Manufacturing,2020,0,True
Saudi Arabia,Life Sciences,2022,1,False
Morocco,Life Sciences,2016,1,True
Slovenia,Life Sciences,2022,0,False
Japan,Life Sciences,2022,720,False
Eurasian Patent Organization,Life Sciences,2016,1,True
Romania,Life Sciences,2016,1,True
Argentina,Life Sciences,2022,2,False
Turkey,Life Sciences,2018,2,True
Taiwan,Life Sciences,2019,59,True
Taiwan,Life Sciences,2024,4,False
Russia,Life Sciences,2017,33,True
Russia,Life Sciences,2021,15,True
Chile,Personal Devices and Computing,2017,0,True
Luxembourg,Personal Devices and Computing,2021,9,True
South Africa,Personal Devices and Computing,2016,1,True
Sweden,Personal Devices and Computing,2021,11,True
Croatia,Personal Devices and Computing,2018,0,True
Bulgaria,Personal Devices and Computing,2018,0,True
Belgium,Personal Devices and Computing,2021,0,True
Poland,Personal Devices and Computing,2019,12,True
Oman,Personal Devices and Computing,2016,0,True
Finland,Personal Devices and Computing,2021,12,True
United Kingdom,Personal Devices and Computing,2020,145,True
Italy,Personal Devices and Computing,2021,23,True
Austria,Physical Sciences and Engineering,2017,3,True
Belgium,Physical Sciences and Engineering,2023,0,False
Chile,Physical Sciences and Engineering,2018,1,True
United States,Physical Sciences and Engineering,2019,424,True
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2023,58,False
New Zealand,Physical Sciences and Engineering,2016,0,True
Russia,Physical Sciences and Engineering,2020,18,True
Portugal,Physical Sciences and Engineering,2019,1,True
Moldova,Physical Sciences and Engineering,2021,0,True
Australia,Physical Sciences and Engineering,2018,28,True
Australia,Physical Sciences and Engineering,2021,89,True
Malaysia,Physical Sciences and Engineering,2018,1,True
Japan,Physical Sciences and Engineering,2020,172,True
Croatia,Physical Sciences and Engineering,2018,1,True
Netherlands,Security,2024,0,False
United States,Security,2023,197,False
United States,Security,2024,21,False
South Korea,Security,2022,676,False
International Bureau of WIPO,Security,2019,0,True
Italy,Security,2023,1,False
Serbia,Security,2024,0,False
Austria,Security,2021,0,True
Switzerland,Security,2016,1,True
India,Security,2016,6,True
Israel,Telecommunications,2023,10,False
Singapore,Telecommunications,2019,25,True
Slovenia,Telecommunications,2016,2,True
Japan,Telecommunications,2021,480,True
South Africa,Telecommunications,2021,0,True
Austria,Telecommunications,2020,0,True
Belgium,Telecommunications,2019,1,True
South Africa,Transportation,2021,0,True
Serbia,Transportation,2023,0,False
Philippines,Transportation,2017,0,True
Sweden,Transportation,2017,5,True
Croatia,Transportation,2019,0,True
Spain,Transportation,2024,1,False
Slovakia,Transportation,2020,0,True
Switzerland,Transportation,2016,1,True
Belgium,Transportation,2019,0,True
Uruguay,Transportation,2022,0,False
Croatia,Agriculture,2018,1,True
Japan,Agriculture,2022,34,False
Netherlands,Agriculture,2016,0,True
Sweden,Agriculture,2020,3,True
China (mainland),Agriculture,2025,44,False
Tunisia,Agriculture,2021,1,True
Peru,All,2018,4,True
China (mainland),All,2017,14823,True
Mexico,All,2024,3,False
Tunisia,All,2020,1,True
Germany,All,2023,770,False
Poland,All,2018,29,True
Switzerland,All,2022,6,False
Finland,All,2021,40,True
Japan,All,2024,49,False
Slovenia,All,2016,3,True
Netherlands,All,2020,19,True
Argentina,All,2017,1,True
European Patent Organization,All,2022,1710,False
Iran,All,2018,1,True
Philippines,Banking and Finance,2019,2,True
Taiwan,Banking and Finance,2019,4,True
United Kingdom,Banking and Finance,2024,9,False
Argentina,Banking and Finance,2023,0,False
New Zealand,Banking and Finance,2018,0,True
Switzerland,Banking and Finance,2016,2,True
Romania,Business,2022,1,False
Brazil,Business,2018,21,True
Hungary,Business,2016,2,True
South Africa,Business,2024,0,False
Spain,Business,2019,9,True
China (mainland),Business,2022,10705,False
Saudi Arabia,Business,2022,0,False
Luxembourg,Business,2018,0,True
Greece,Business,2024,0,False
Denmark,Business,2018,3,True
Bulgaria,Business,2020,0,True
European Patent Organization,Business,2018,45,True
Canada,Energy Management,2021,25,True
San Marino,Energy Management,2018,0,True
World Intellectual Property Organization (WIPO),Energy Management,2020,14,True
Luxembourg,Energy Management,2023,9,False
Peru,Energy Management,2017,0,True
Finland,Energy Management,2016,0,True
United States,Energy Management,2017,198,True
Morocco,Energy Management,2020,0,True
Colombia,Energy Management,2022,0,False
Sweden,Energy Management,2019,3,True
Canada,Industry and Manufacturing,2019,52,True
Peru,Industry and Manufacturing,2022,0,False
Norway,Industry and Manufacturing,2023,0,False
Serbia,Industry and Manufacturing,2017,1,True
Spain,Industry and Manufacturing,2020,11,True
India,Industry and Manufacturing,2020,0,True
Sweden,Life Sciences,2018,5,True
India,Life Sciences,2021,1,True
Slovenia,Life Sciences,2016,0,True
Japan,Life Sciences,2017,376,True
China (mainland),Life Sciences,2024,11582,False
Philippines,Life Sciences,2022,0,False
Singapore,Life Sciences,2017,33,True
Bulgaria,Life Sciences,2018,0,True
Czechia,Life Sciences,2019,0,True
Greece,Life Sciences,2019,0,True
Netherlands,Life Sciences,2018,4,True
Portugal,Life Sciences,2020,3,True
Australia,Life Sciences,2017,105,True
Eurasian Patent Organization,Personal Devices and Computing,2018,4,True
Luxembourg,Personal Devices and Computing,2018,4,True
Peru,Personal Devices and Computing,2020,3,True
Sweden,Personal Devices and Computing,2018,8,True
European Patent Organization,Personal Devices and Computing,2021,434,True
South Korea,Personal Devices and Computing,2021,2600,True
Greece,Personal Devices and Computing,2016,3,True
France,Personal Devices and Computing,2016,25,True
Mexico,Personal Devices and Computing,2024,0,False
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2024,0,False
Colombia,Physical Sciences and Engineering,2023,0,False
Philippines,Physical Sciences and Engineering,2016,0,True
Taiwan,Physical Sciences and Engineering,2021,8,True
Serbia,Physical Sciences and Engineering,2020,0,True
China (mainland),Physical Sciences and Engineering,2023,4082,False
India,Physical Sciences and Engineering,2020,0,True
Luxembourg,Physical Sciences and Engineering,2018,1,True
Portugal,Physical Sciences and Engineering,2021,0,True
Portugal,Physical Sciences and Engineering,2023,0,False
Italy,Physical Sciences and Engineering,2023,3,False
Azerbaijan,Physical Sciences and Engineering,2018,0,True
Croatia,Physical Sciences and Engineering,2019,0,True
Eurasian Patent Organization,Physical Sciences and Engineering,2018,3,True
Cuba,Physical Sciences and Engineering,2020,1,True
Saudi Arabia,Security,2021,0,True
Ireland,Security,2022,0,False
Poland,Security,2017,0,True
Poland,Security,2019,1,True
European Patent Organization,Security,2019,44,True
Ukraine,Security,2019,0,True
Greece,Security,2023,1,False
Argentina,Security,2018,0,True
Austria,Security,2020,1,True
Malaysia,Telecommunications,2021,0,True
Serbia,Telecommunications,2018,1,True
Turkey,Telecommunications,2019,5,True
Turkey,Telecommunications,2020,7,True
Finland,Transportation,2018,0,True
Sweden,Transportation,2021,3,True
France,Transportation,2017,13,True
Romania,Transportation,2016,0,True
Turkey,Agriculture,2016,0,True
Peru,Agriculture,2018,0,True
Uruguay,Agriculture,2022,1,False
France,Agriculture,2020,3,True
Australia,Agriculture,2017,16,True
European Patent Organization,Agriculture,2019,7,True
Czechia,Agriculture,2022,0,False
Poland,Agriculture,2021,1,True
Sweden,Agriculture,2023,2,False
Greece,Agriculture,2019,0,True
Philippines,Agriculture,2022,0,False
Finland,Agriculture,2020,0,True
South Korea,Agriculture,2023,89,False
China (mainland),Agriculture,2019,524,True
South Africa,Agriculture,2019,0,True
South Africa,Agriculture,2023,0,False
Belgium,Agriculture,2022,0,False
China (mainland),All,2025,1650,False
Mexico,All,2017,64,True
Germany,All,2020,1038,True
Italy,All,2021,95,True
Netherlands,All,2022,64,False
Argentina,All,2021,6,True
France,All,2017,97,True
Denmark,All,2019,25,True
Malaysia,All,2019,18,True
Japan,Banking and Finance,2021,59,True
Germany,Banking and Finance,2022,17,False
Australia,Banking and Finance,2016,10,True
Poland,Banking and Finance,2017,1,True
Turkey,Business,2022,12,False
Turkey,Business,2024,1,False
Serbia,Business,2019,0,True
Spain,Business,2016,5,True
China (mainland),Business,2018,2942,True
International Bureau of WIPO,Business,2016,3,True
Greece,Business,2023,4,False
Bulgaria,Business,2017,0,True
Slovenia,Energy Management,2022,0,False
Israel,Energy Management,2018,1,True
Canada,Energy Management,2024,0,False
South Korea,Energy Management,2016,70,True
Hungary,Energy Management,2021,1,True
Ukraine,Industry and Manufacturing,2016,0,True
Singapore,Industry and Manufacturing,2018,9,True
Spain,Industry and Manufacturing,2016,4,True
Australia,Industry and Manufacturing,2020,60,True
Morocco,Life Sciences,2021,1,True
Malaysia,Life Sciences,2021,1,True
France,Life Sciences,2022,32,False
Hungary,Life Sciences,2023,0,False
South Korea,Life Sciences,2019,918,True
