country,field,year,estimated_investment,complete
Slovakia,"Sales, retail, commerce, marketing",2025,1,True
Mauritius,"Sales, retail, commerce, marketing",2021,1,True
Panama,"Sales, retail, commerce, marketing",2023,0,True
United Arab Emirates,"Sales, retail, commerce, marketing",2019,18,True
Malaysia,"Sales, retail, commerce, marketing",2025,0,True
Latvia,"Sales, retail, commerce, marketing",2021,0,True
Poland,"Sales, retail, commerce, marketing",2019,4,True
United Kingdom,"Sales, retail, commerce, marketing",2020,421,True
Denmark,"Sales, retail, commerce, marketing",2018,5,True
Canada,"Sales, retail, commerce, marketing",2023,191,True
Sweden,Semiconductor,2016,1,True
China (mainland),Semiconductor,2021,473,True
Canada,Simulation,2022,938,True
Denmark,Simulation,2025,3,True
Israel,Software,2018,781,True
Netherlands,Software,2018,1176,True
Belgium,Software,2018,74,True
Croatia,Software,2019,0,True
Japan,Software,2025,595,True
Chile,Software,2024,57,True
South Africa,Software,2021,38,True
Thailand,Software,2024,44,True
New Zealand,Software,2026,2,False
Panama,Software,2023,0,True
Sweden,Software,2023,3550,True
Sweden,Software,2026,17,False
Slovakia,Software,2021,5,True
Slovakia,Software,2023,23,True
Turkey,Software,2020,8,True
Philippines,Software,2019,1,True
Canada,Speech Recognition,2022,0,True
Belgium,Speech Recognition,2019,1,True
Australia,Speech Recognition,2020,0,True
Singapore,Sports,2020,1,True
Australia,Sports,2021,29,True
China (mainland),Sports,2017,2,True
Saudi Arabia,Sports,2021,0,True
Saudi Arabia,Sports,2024,56,True
Hungary,Sports,2018,0,True
Hungary,Sports,2019,1,True
United States,Sports,2021,1332,True
Ireland,Sports,2021,26,True
India,Telecommunications,2023,49,True
Netherlands,Telecommunications,2017,2,True
Italy,Telecommunications,2021,0,True
United Kingdom,Telecommunications,2018,6,True
Chile,Transportation,2019,0,True
Russia,Transportation,2020,3,True
United Kingdom,Transportation,2025,212,True
Ireland,Transportation,2022,7,True
Austria,Transportation,2022,4,True
Qatar,Transportation,2018,0,True
Romania,Transportation,2025,0,True
United Arab Emirates,Transportation,2020,3,True
Brazil,Transportation,2018,26,True
Turkey,Transportation,2022,2,True
Canada,Transportation,2025,83,True
Estonia,Agriculture,2022,2,True
Poland,Agriculture,2024,0,True
Norway,Agriculture,2019,3,True
Ireland,Agriculture,2020,0,True
Mexico,Agriculture,2016,0,True
India,Agriculture,2017,2,True
Kenya,Agriculture,2022,3,True
Ukraine,Agriculture,2020,0,True
United Kingdom,Agriculture,2017,6,True
United Kingdom,Agriculture,2019,12,True
Finland,Agriculture,2023,2,True
Singapore,Agriculture,2017,3,True
Luxembourg,All,2016,3,True
United Kingdom,All,2022,7337,True
United States,All,2024,174547,True
Botswana,All,2016,0,True
Egypt,All,2016,0,True
Finland,All,2017,65,True
Jamaica,All,2018,0,True
Qatar,All,2020,0,True
Israel,All,2017,600,True
Latvia,All,2025,2,True
Sweden,All,2024,5439,True
Bangladesh,All,2025,0,True
Nigeria,All,2020,9,True
Pakistan,All,2019,2,True
Indonesia,All,2024,107,True
Romania,All,2024,14,True
Austria,Biotechnology,2018,1,True
Israel,Biotechnology,2022,99,True
Canada,Community and Lifestyle,2017,6,True
Egypt,Community and Lifestyle,2024,1,True
China (mainland),Community and Lifestyle,2022,52,True
Ireland,Community and Lifestyle,2019,0,True
Portugal,Community and Lifestyle,2025,5,True
Romania,Community and Lifestyle,2020,0,True
Singapore,Community and Lifestyle,2017,6,True
Jordan,Community and Lifestyle,2020,0,True
United Kingdom,Community and Lifestyle,2021,135,True
Chile,Community and Lifestyle,2018,0,True
Spain,Community and Lifestyle,2022,54,True
Spain,Community and Lifestyle,2026,4,False
Estonia,Community and Lifestyle,2024,0,True
China (mainland),Computer Vision,2016,44,True
China (mainland),Computer Vision,2017,189,True
France,Computer Vision,2025,125,True
Finland,Computer Vision,2017,1,True
Singapore,Computer Vision,2020,3,True
Brazil,Computer Vision,2021,5,True
Italy,Computer Vision,2016,5,True
Italy,Computer Vision,2018,1,True
Lithuania,Consumer goods,2025,0,True
Portugal,Consumer goods,2019,6,True
Saudi Arabia,Consumer goods,2025,5,True
Finland,Consumer goods,2018,0,True
South Korea,Consumer goods,2017,5,True
China (mainland),Consumer goods,2018,386,True
Poland,Cyber Security,2021,1,True
Ireland,Cyber Security,2021,6,True
United Kingdom,Cyber Security,2018,18,True
Italy,Cyber Security,2024,63,True
Armenia,Data and analytics,2025,0,True
Chile,Data and analytics,2019,7,True
Czechia,Data and analytics,2024,23,True
United Kingdom,Data and analytics,2018,1030,True
Denmark,Data and analytics,2023,147,True
Italy,Data and analytics,2024,375,True
Germany,Data and analytics,2024,3619,True
Australia,Data and analytics,2026,5316,False
Nigeria,Data and analytics,2018,5,True
Austria,Data and analytics,2018,30,True
Saudi Arabia,Data and analytics,2026,1231,False
Spain,Data and analytics,2025,9662,True
Sri Lanka,Data and analytics,2025,2,True
New Zealand,Data and analytics,2020,135,True
Egypt,Data and analytics,2019,2,True
Egypt,Data and analytics,2025,77,True
Romania,Data and analytics,2019,3,True
Netherlands,Data and analytics,2025,698,True
Taiwan,Education,2016,1,True
Japan,Education,2019,159,True
Netherlands,Education,2020,91,True
Denmark,Education,2024,1,True
Spain,Education,2019,0,True
China (mainland),Education,2025,328,True
Mexico,Education,2020,1,True
Mexico,Education,2023,2,True
South Africa,Education,2023,15,True
Canada,Education,2025,43,True
Japan,Energy and natural resources,2018,9,True
Brazil,Energy and natural resources,2021,3,True
Netherlands,Energy and natural resources,2019,4,True
Netherlands,Energy and natural resources,2026,76,False
Romania,Energy and natural resources,2022,1,True
Poland,Energy and natural resources,2019,1,True
Iceland,Energy and natural resources,2022,1,True
Canada,Energy and natural resources,2017,8,True
Italy,Energy and natural resources,2022,1,True
Lebanon,Energy and natural resources,2019,0,True
United States,Energy and natural resources,2023,986,True
Turkey,Energy and natural resources,2024,1,True
Bahrain,Facial Recognition,2020,0,True
Finland,Finance,2019,0,True
Nigeria,Finance,2018,5,True
South Africa,Finance,2023,4,True
Italy,Finance,2022,14,True
Brazil,Finance,2021,54,True
Canada,Finance,2021,209,True
Poland,Finance,2023,3,True
Canada,Gaming,2024,3,True
United Kingdom,Gaming,2025,8,True
Saudi Arabia,Gaming,2022,1,True
Sweden,Gaming,2020,1,True
China (mainland),Gaming,2019,2,True
China (mainland),Gaming,2023,1,True
Kuwait,General purpose,2025,8,True
Italy,General purpose,2020,267,True
Netherlands,General purpose,2016,596,True
Canada,General purpose,2019,841,True
Finland,General purpose,2016,6,True
Slovakia,General purpose,2020,10,True
Qatar,General purpose,2020,0,True
Taiwan,General purpose,2017,12,True
Taiwan,General purpose,2021,164,True
Ghana,General purpose,2023,12,True
Kenya,General purpose,2017,0,True
Slovenia,General purpose,2023,20,True
Sri Lanka,General purpose,2023,4,True
Brazil,Hardware,2018,16,True
Portugal,Hardware,2019,11,True
Netherlands,Hardware,2019,149,True
Switzerland,Hardware,2020,740,True
India,Hardware,2021,138,True
Italy,Hardware,2019,3,True
Italy,Hardware,2022,5,True
Malaysia,Hardware,2019,14,True
Israel,Hardware,2016,103,True
Sweden,Hardware,2024,14,True
Japan,Hardware,2019,309,True
Japan,Hardware,2023,665,True
Qatar,Hardware,2026,124,False
South Africa,Hardware,2019,4,True
Croatia,Hardware,2019,0,True
Pakistan,Hardware,2019,0,True
Ghana,Hardware,2023,0,True
Germany,Healthcare and Life Sciences,2019,28,True
Japan,Healthcare and Life Sciences,2025,57,True
Spain,Healthcare and Life Sciences,2018,17,True
United Kingdom,Healthcare and Life Sciences,2018,151,True
Czechia,Healthcare and Life Sciences,2019,0,True
Denmark,Healthcare and Life Sciences,2016,0,True
Mexico,Healthcare and Life Sciences,2024,2,True
Brazil,Healthcare and Life Sciences,2023,3,True
Netherlands,Healthcare and Life Sciences,2017,9,True
Slovenia,Healthcare and Life Sciences,2017,0,True
Lithuania,Healthcare and Life Sciences,2022,0,True
Uganda,Information Technology,2020,0,True
Uganda,Information Technology,2023,0,True
Taiwan,Information Technology,2018,5,True
Denmark,Information Technology,2017,0,True
Denmark,Information Technology,2023,80,True
Chile,Information Technology,2025,93,True
Germany,Information Technology,2020,1070,True
Austria,Information Technology,2016,3,True
United Kingdom,Information Technology,2024,1825,True
Saudi Arabia,Information Technology,2024,890,True
Norway,Information Technology,2018,13,True
Indonesia,Information Technology,2016,2,True
Brazil,Information Technology,2026,0,False
Israel,Lending and Investments,2021,409,True
Czechia,Lending and Investments,2021,7,True
France,Lending and Investments,2018,1,True
Belgium,Lending and Investments,2020,4,True
Sweden,Lending and Investments,2021,0,True
United Kingdom,Lending and Investments,2016,15,True
Nigeria,Lending and Investments,2018,0,True
Cyprus,Manufacturing,2025,1,True
Italy,Manufacturing,2019,2,True
Finland,Manufacturing,2016,2,True
Poland,Manufacturing,2018,2,True
Turkey,Manufacturing,2020,1,True
Czechia,Manufacturing,2021,1,True
Switzerland,Manufacturing,2021,7,True
Norway,Manufacturing,2024,102,True
Estonia,Manufacturing,2025,3,True
United States,Manufacturing,2019,1323,True
Malaysia,Media and Entertainment,2021,2,True
Malaysia,Media and Entertainment,2022,0,True
United States,Media and Entertainment,2016,1519,True
Turkey,Media and Entertainment,2023,2,True
China (mainland),Media and Entertainment,2016,156,True
Nigeria,Media and Entertainment,2017,0,True
United Kingdom,Media and Entertainment,2018,149,True
United Kingdom,Media and Entertainment,2022,628,True
Ireland,"Military, public safety and government",2019,3,True
Australia,"Military, public safety and government",2018,3,True
Spain,"Military, public safety and government",2024,21,True
Poland,"Military, public safety and government",2022,3,True
Egypt,"Mobile, platforms & Internet services",2019,0,True
South Korea,"Mobile, platforms & Internet services",2023,397,True
Kenya,"Mobile, platforms & Internet services",2018,21,True
Indonesia,"Mobile, platforms & Internet services",2019,3,True
Poland,"Mobile, platforms & Internet services",2022,11,True
Philippines,"Mobile, platforms & Internet services",2021,0,True
Netherlands,"Mobile, platforms & Internet services",2020,92,True
Italy,"Mobile, platforms & Internet services",2019,92,True
Italy,"Mobile, platforms & Internet services",2025,83,True
Taiwan,"Mobile, platforms & Internet services",2017,2,True
United States,"Mobile, platforms & Internet services",2022,11802,True
Chile,"Mobile, platforms & Internet services",2023,0,True
Chile,"Mobile, platforms & Internet services",2024,2,True
Norway,"Mobile, platforms & Internet services",2024,22,True
Bolivia,"Mobile, platforms & Internet services",2022,1,True
South Africa,NLP,2022,1,True
France,NLP,2021,5,True
Germany,NLP,2017,1,True
Ireland,NLP,2019,4,True
Brazil,NLP,2023,12,True
Malaysia,NLP,2022,0,True
Slovakia,Navigation and mapping,2018,1,True
Ireland,Navigation and mapping,2019,2,True
South Africa,Navigation and mapping,2016,52,True
China (mainland),Navigation and mapping,2023,5,True
Indonesia,Other,2023,3,True
Norway,Other,2024,2,True
Malaysia,Other,2023,14,True
Netherlands,Other,2016,2,True
Portugal,Other,2016,1,True
Mexico,Other,2024,0,True
Mexico,Other,2026,0,False
China (mainland),Other,2023,362,True
Czechia,Other,2025,1,True
United States,Other,2025,15902,True
Russia,Privacy and Security,2019,0,True
Ireland,Privacy and Security,2018,57,True
Iceland,Privacy and Security,2022,3,True
New Zealand,Privacy and Security,2016,0,True
New Zealand,Privacy and Security,2021,5,True
Austria,Privacy and Security,2021,0,True
Italy,Professional services,2016,0,True
Austria,Professional services,2019,68,True
United Kingdom,Professional services,2019,315,True
United States,Professional services,2025,17043,True
Kenya,Professional services,2024,0,True
Lebanon,Professional services,2017,0,True
South Korea,Professional services,2021,17,True
China (mainland),Professional services,2026,38,False
Brazil,Professional services,2022,375,True
Finland,Professional services,2018,384,True
Spain,Professional services,2017,15,True
Singapore,Professional services,2016,6,True
Switzerland,Professional services,2026,0,False
Czechia,Professional services,2024,18,True
France,Real estate,2026,0,False
Australia,Real estate,2018,119,True
Japan,Real estate,2020,6,True
Sri Lanka,Real estate,2023,0,True
Saudi Arabia,Real estate,2022,43,True
China (mainland),Robotics,2019,632,True
Japan,Robotics,2022,22,True
Croatia,Robotics,2020,0,True
Slovakia,Robotics,2020,0,True
United Kingdom,Robotics,2025,21,True
Canada,Robotics,2019,8,True
Norway,Robotics,2024,102,True
Ireland,Robotics,2021,48,True
Russia,Robotics,2019,1,True
France,Robotics,2021,1,True
Georgia,"Sales, retail, commerce, marketing",2025,1,True
Colombia,"Sales, retail, commerce, marketing",2021,0,True
Ireland,"Sales, retail, commerce, marketing",2025,59,True
Chile,"Sales, retail, commerce, marketing",2022,1,True
Portugal,"Sales, retail, commerce, marketing",2019,7,True
Poland,"Sales, retail, commerce, marketing",2017,4,True
United Kingdom,"Sales, retail, commerce, marketing",2022,1318,True
Brazil,"Sales, retail, commerce, marketing",2018,95,True
Denmark,"Sales, retail, commerce, marketing",2019,7,True
Czechia,"Sales, retail, commerce, marketing",2025,130,True
Russia,"Sales, retail, commerce, marketing",2020,4,True
Italy,"Sales, retail, commerce, marketing",2021,71,True
Croatia,"Sales, retail, commerce, marketing",2025,1,True
Canada,Semiconductor,2025,42,True
Netherlands,Semiconductor,2023,7,True
Taiwan,Semiconductor,2021,20,True
South Korea,Software,2016,83,True
South Korea,Software,2019,336,True
South Korea,Software,2024,1461,True
Belize,Software,2019,10,True
Ukraine,Software,2016,0,True
Luxembourg,Software,2017,5,True
Lithuania,Software,2019,5,True
Kenya,Software,2019,14,True
United Arab Emirates,Software,2018,169,True
United Arab Emirates,Software,2025,1187,True
Denmark,Software,2023,145,True
Australia,Software,2021,2467,True
Chile,Software,2021,36,True
Malaysia,Software,2024,26,True
New Zealand,Software,2021,1220,True
Jordan,Software,2020,0,True
Czechia,Software,2025,571,True
Azerbaijan,Software,2025,0,True
India,Software,2016,170,True
Pakistan,Software,2025,0,True
Singapore,Software,2016,101,True
Poland,Software,2024,70,True
Turkey,Software,2017,22,True
Turkey,Software,2022,51,True
Cyprus,Software,2018,3,True
Switzerland,Software,2020,2179,True
Lithuania,Speech Recognition,2021,0,True
Singapore,Speech Recognition,2025,4,True
Sweden,Sports,2021,2368,True
Poland,Sports,2019,2,True
Poland,Sports,2021,4,True
Bulgaria,Sports,2021,0,True
Cyprus,Sports,2019,1,True
Taiwan,Telecommunications,2023,7,True
