country,field,year,disclosed_investment,complete
France,Navigation and mapping,2019,6,True
China (mainland),Navigation and mapping,2023,5,True
Ireland,Navigation and mapping,2023,1,True
Brazil,Other,2020,129,True
Poland,Other,2025,0,True
Russia,Other,2016,0,True
Australia,Other,2020,2,True
Indonesia,Other,2018,1,True
Egypt,Other,2025,3,True
Slovenia,Other,2019,0,True
United States,Other,2020,1000,True
Israel,Other,2018,11,True
Ireland,Privacy and Security,2024,11,True
Portugal,Privacy and Security,2019,1,True
Italy,Privacy and Security,2017,0,True
Nigeria,Privacy and Security,2023,0,True
Israel,Privacy and Security,2022,171,True
New Zealand,Privacy and Security,2024,6,True
Poland,Privacy and Security,2021,1,True
Estonia,Privacy and Security,2019,0,True
Denmark,Professional services,2020,14,True
Poland,Professional services,2021,2,True
Finland,Professional services,2019,2,True
Romania,Professional services,2022,0,True
Indonesia,Professional services,2016,1,True
Uruguay,Professional services,2025,0,True
Singapore,Professional services,2020,455,True
Singapore,Professional services,2024,6,True
Tunisia,Professional services,2025,0,True
Singapore,Real estate,2023,3,True
Russia,Real estate,2024,1,True
Sweden,Real estate,2020,1,True
Canada,Robotics,2023,26,True
Czechia,Robotics,2019,2,True
Romania,Robotics,2020,1,True
United States,Robotics,2025,1107,True
Japan,Robotics,2021,8,True
Japan,Robotics,2023,64,True
Netherlands,Robotics,2016,6,True
Finland,"Sales, retail, commerce, marketing",2022,571,True
Israel,"Sales, retail, commerce, marketing",2023,27,True
Egypt,"Sales, retail, commerce, marketing",2017,0,True
Netherlands,"Sales, retail, commerce, marketing",2022,38,True
France,Semiconductor,2019,4,True
China (mainland),Semiconductor,2019,34,True
Canada,Semiconductor,2023,13,True
United States,Simulation,2020,8,True
France,Simulation,2022,0,True
Netherlands,Software,2022,313,True
Belgium,Software,2025,47,True
Saudi Arabia,Software,2022,1233,True
Philippines,Software,2023,7,True
Greece,Software,2018,2,True
Egypt,Software,2019,1,True
Israel,Software,2023,344,True
Turkey,Software,2016,11,True
Turkey,Software,2017,22,True
Colombia,Software,2017,1,True
Saint Kitts and Nevis,Software,2021,0,True
Tajikistan,Software,2022,0,True
United Arab Emirates,Software,2022,33,True
Morocco,Software,2022,0,True
Nigeria,Software,2025,8,True
Qatar,Software,2023,1,True
United States,Speech Recognition,2022,88,True
United Kingdom,Speech Recognition,2017,0,True
Australia,Speech Recognition,2018,7,True
China (mainland),Speech Recognition,2021,5,True
China (mainland),Sports,2020,15,True
Cyprus,Sports,2019,1,True
Hungary,Sports,2018,0,True
Italy,Sports,2018,0,True
United Arab Emirates,Sports,2019,0,True
Slovakia,Telecommunications,2019,1,True
Singapore,Transportation,2020,2,True
South Korea,Transportation,2023,494,True
Chile,Transportation,2020,1,True
Croatia,Transportation,2023,195,True
Egypt,Transportation,2018,0,True
United Arab Emirates,Transportation,2024,54,True
Canada,Transportation,2018,10,True
Canada,Transportation,2026,46,False
Greece,Transportation,2019,1,True
Greece,Agriculture,2024,0,True
Norway,Agriculture,2025,1,True
Serbia,Agriculture,2018,0,True
United Kingdom,Agriculture,2021,11,True
India,Agriculture,2020,2,True
Iceland,Agriculture,2023,0,True
Singapore,Agriculture,2024,2,True
Uganda,Agriculture,2022,0,True
Canada,Agriculture,2018,7,True
Estonia,Agriculture,2023,2,True
Hungary,Agriculture,2023,1,True
Netherlands,All,2023,495,True
Croatia,All,2021,3,True
Dominican Republic,All,2022,0,True
Ireland,All,2021,582,True
Portugal,All,2016,12,True
Jordan,All,2018,0,True
Serbia,All,2019,0,True
Germany,All,2018,356,True
South Korea,All,2018,165,True
Hungary,All,2016,10,True
United Kingdom,All,2026,2354,False
Iceland,All,2023,19,True
Ukraine,All,2017,0,True
Thailand,All,2021,17,True
Latvia,All,2020,4,True
China (mainland),Biotechnology,2023,82,True
Portugal,Biotechnology,2018,0,True
Ireland,Biotechnology,2023,1,True
Canada,Biotechnology,2020,31,True
Ukraine,Biotechnology,2018,0,True
Netherlands,Community and Lifestyle,2020,1,True
Tunisia,Community and Lifestyle,2021,0,True
Austria,Computer Vision,2021,5,True
Israel,Computer Vision,2018,47,True
Canada,Computer Vision,2018,50,True
Norway,Computer Vision,2025,1,True
China (mainland),Computer Vision,2018,408,True
Portugal,Computer Vision,2019,1,True
Brazil,Computer Vision,2023,1,True
Poland,Computer Vision,2020,1,True
Poland,Computer Vision,2025,3,True
Thailand,Computer Vision,2024,0,True
Hungary,Computer Vision,2019,2,True
Switzerland,Computer Vision,2016,1,True
Russia,Consumer goods,2019,1,True
Mexico,Consumer goods,2016,0,True
Mexico,Consumer goods,2022,2,True
Turkey,Consumer goods,2017,0,True
China (mainland),Consumer goods,2025,117,True
Australia,Consumer goods,2024,0,True
Norway,Consumer goods,2024,4,True
Sri Lanka,Consumer goods,2023,0,True
Austria,Cyber Security,2024,0,True
Canada,Cyber Security,2016,1,True
South Korea,Cyber Security,2018,1,True
Sweden,Data and analytics,2026,4,False
France,Data and analytics,2024,830,True
Egypt,Data and analytics,2018,0,True
Romania,Data and analytics,2018,0,True
Ireland,Data and analytics,2023,188,True
Slovakia,Data and analytics,2018,2,True
Germany,Data and analytics,2023,495,True
Greece,Data and analytics,2023,110,True
Kazakhstan,Data and analytics,2020,0,True
Thailand,Data and analytics,2019,6,True
Cyprus,Education,2018,1,True
Bangladesh,Education,2021,0,True
India,Education,2026,3,False
Ukraine,Education,2020,0,True
Ireland,Education,2025,6,True
Israel,Education,2019,0,True
United Kingdom,Education,2023,53,True
France,Education,2019,0,True
Saudi Arabia,Education,2023,1,True
Sweden,Energy and natural resources,2023,9,True
United States,Energy and natural resources,2020,323,True
United States,Energy and natural resources,2025,1297,True
Brazil,Energy and natural resources,2021,0,True
Norway,Energy and natural resources,2024,4,True
United States,Facial Recognition,2020,6,True
Israel,Facial Recognition,2019,0,True
Israel,Finance,2025,33,True
France,Finance,2021,72,True
India,Finance,2018,15,True
Serbia,Finance,2019,0,True
Sweden,Finance,2019,0,True
Austria,Finance,2022,2,True
Vietnam,Finance,2021,6,True
Sweden,Gaming,2016,0,True
Sweden,Gaming,2021,30,True
Estonia,Gaming,2020,0,True
India,Gaming,2022,3,True
Argentina,General purpose,2024,2,True
Saudi Arabia,General purpose,2018,1,True
Lithuania,General purpose,2025,10,True
Russia,General purpose,2021,2,True
Bangladesh,General purpose,2025,0,True
United States,General purpose,2018,18594,True
Malaysia,General purpose,2016,0,True
China (mainland),General purpose,2020,3174,True
Malta,General purpose,2022,2,True
South Korea,General purpose,2020,118,True
Nigeria,General purpose,2025,8,True
Egypt,General purpose,2019,1,True
Egypt,General purpose,2020,1,True
France,General purpose,2023,471,True
Latvia,General purpose,2022,0,True
Kazakhstan,General purpose,2024,1,True
Poland,General purpose,2026,17,False
Canada,General purpose,2017,129,True
Norway,General purpose,2022,149,True
Norway,General purpose,2026,0,False
Zimbabwe,General purpose,2019,0,True
Sri Lanka,Hardware,2024,0,True
Denmark,Hardware,2018,154,True
Taiwan,Hardware,2018,19,True
Taiwan,Hardware,2020,20,True
Singapore,Hardware,2017,88,True
Japan,Hardware,2024,79,True
Finland,Hardware,2024,7,True
Switzerland,Hardware,2022,52,True
Thailand,Healthcare and Life Sciences,2019,3,True
United Kingdom,Healthcare and Life Sciences,2023,118,True
Portugal,Healthcare and Life Sciences,2019,2,True
Norway,Healthcare and Life Sciences,2025,0,True
Chile,Healthcare and Life Sciences,2020,0,True
Ireland,Healthcare and Life Sciences,2016,0,True
Finland,Healthcare and Life Sciences,2023,7,True
Lithuania,Healthcare and Life Sciences,2022,0,True
Slovakia,Information Technology,2020,7,True
Japan,Information Technology,2019,51,True
Israel,Information Technology,2024,1113,True
New Zealand,Information Technology,2017,0,True
Mexico,Information Technology,2020,0,True
Romania,Information Technology,2021,4,True
Romania,Information Technology,2024,2,True
Hungary,Information Technology,2017,0,True
Jordan,Information Technology,2021,0,True
Brazil,Lending and Investments,2018,0,True
Brazil,Lending and Investments,2019,4,True
France,Lending and Investments,2023,5,True
United Kingdom,Lending and Investments,2025,33,True
Germany,Lending and Investments,2019,8,True
Canada,Manufacturing,2022,1002,True
Canada,Manufacturing,2023,39,True
Taiwan,Manufacturing,2019,3,True
Israel,Manufacturing,2020,32,True
Israel,Manufacturing,2021,22,True
France,Manufacturing,2023,7,True
Israel,Media and Entertainment,2025,53,True
Austria,Media and Entertainment,2025,0,True
Sri Lanka,Media and Entertainment,2019,1,True
Indonesia,Media and Entertainment,2019,1,True
New Zealand,Media and Entertainment,2026,1,False
Poland,Media and Entertainment,2016,0,True
South Korea,Media and Entertainment,2020,2,True
Czechia,Media and Entertainment,2022,39,True
Russia,Media and Entertainment,2016,0,True
India,Media and Entertainment,2018,8,True
Iceland,"Military, public safety and government",2024,0,True
Ireland,"Military, public safety and government",2018,2,True
Japan,"Military, public safety and government",2023,0,True
Norway,"Military, public safety and government",2021,0,True
Australia,"Mobile, platforms & Internet services",2017,29,True
Australia,"Mobile, platforms & Internet services",2021,12,True
Croatia,"Mobile, platforms & Internet services",2024,0,True
Sweden,"Mobile, platforms & Internet services",2022,18,True
United Arab Emirates,"Mobile, platforms & Internet services",2023,11,True
Bangladesh,"Mobile, platforms & Internet services",2020,0,True
Israel,"Mobile, platforms & Internet services",2020,90,True
South Africa,"Mobile, platforms & Internet services",2022,0,True
Tunisia,"Mobile, platforms & Internet services",2018,1,True
Malaysia,NLP,2024,3,True
Poland,NLP,2020,9,True
South Korea,NLP,2025,16,True
Mexico,NLP,2025,55,True
Belgium,NLP,2024,4,True
Spain,NLP,2026,4,False
United Arab Emirates,NLP,2017,1,True
Canada,Navigation and mapping,2021,0,True
Germany,Navigation and mapping,2023,34,True
India,Navigation and mapping,2017,2,True
Russia,Other,2024,0,True
India,Other,2024,38,True
India,Other,2025,27,True
Spain,Other,2016,0,True
Argentina,Other,2022,2,True
Denmark,Other,2021,31,True
Denmark,Other,2025,10,True
Italy,Other,2020,6,True
Vietnam,Other,2024,1,True
Germany,Other,2018,2,True
Germany,Other,2024,51,True
New Zealand,Other,2020,0,True
Austria,Other,2020,10,True
Austria,Other,2022,1,True
Brazil,Privacy and Security,2019,2,True
Slovenia,Privacy and Security,2016,0,True
Nigeria,Privacy and Security,2022,0,True
Norway,Privacy and Security,2023,2,True
United States,Privacy and Security,2018,2946,True
Israel,Privacy and Security,2024,410,True
Denmark,Professional services,2023,6,True
United States,Professional services,2020,1002,True
India,Professional services,2019,104,True
Germany,Professional services,2021,23,True
Australia,Professional services,2025,37,True
United Kingdom,Professional services,2022,133,True
Lebanon,Professional services,2019,0,True
China (mainland),Professional services,2023,25,True
Colombia,Professional services,2017,0,True
New Zealand,Professional services,2018,0,True
Japan,Real estate,2017,1,True
Japan,Real estate,2020,4,True
Japan,Real estate,2024,7,True
Saudi Arabia,Real estate,2023,0,True
Finland,Real estate,2019,11,True
Israel,Real estate,2021,20,True
Canada,Real estate,2020,6,True
France,Real estate,2020,9,True
Belgium,Real estate,2018,3,True
Australia,Robotics,2021,1,True
Austria,Robotics,2020,9,True
Belgium,Robotics,2024,14,True
Portugal,Robotics,2017,0,True
Finland,"Sales, retail, commerce, marketing",2025,337,True
Canada,"Sales, retail, commerce, marketing",2016,11,True
Uruguay,"Sales, retail, commerce, marketing",2020,2,True
Poland,"Sales, retail, commerce, marketing",2023,1,True
United Kingdom,"Sales, retail, commerce, marketing",2019,99,True
Japan,"Sales, retail, commerce, marketing",2025,31,True
Uganda,Software,2019,0,True
Brazil,Software,2023,232,True
United Kingdom,Software,2017,414,True
Jordan,Software,2019,0,True
Canada,Software,2018,365,True
Chile,Software,2019,6,True
Lebanon,Software,2019,0,True
Uruguay,Software,2024,1,True
South Africa,Software,2018,14,True
South Africa,Software,2023,14,True
El Salvador,Software,2025,1,True
Pakistan,Software,2018,0,True
Pakistan,Software,2019,0,True
Nigeria,Software,2017,0,True
Singapore,Software,2026,5271,False
Romania,Sports,2022,0,True
Luxembourg,Sports,2021,0,True
Japan,Sports,2021,1,True
Israel,Sports,2025,15,True
Turkey,Sports,2018,0,True
Brazil,Sports,2020,1,True
United States,Telecommunications,2026,4,False
France,Transportation,2018,29,True
Germany,Transportation,2020,53,True
Ireland,Transportation,2026,1,False
Estonia,Transportation,2016,0,True
Brazil,Transportation,2024,1,True
Denmark,Transportation,2017,0,True
Oman,Transportation,2024,3,True
United Arab Emirates,Transportation,2019,0,True
Iceland,Transportation,2019,0,True
Burkina Faso,Transportation,2023,0,True
Brazil,Agriculture,2022,10,True
Switzerland,Agriculture,2017,5,True
Ireland,Agriculture,2021,0,True
Canada,Agriculture,2019,36,True
Austria,All,2026,13,False
Egypt,All,2018,0,True
Ireland,All,2022,275,True
Russia,All,2018,20,True
Russia,All,2021,6,True
Japan,All,2026,1591,False
Bulgaria,All,2021,4,True
Israel,All,2022,3872,True
Tunisia,All,2024,5,True
Zambia,All,2021,0,True
Poland,All,2025,94,True
Uzbekistan,All,2021,1,True
Ukraine,All,2024,3,True
Argentina,All,2023,1,True
Brazil,All,2018,28,True
Brazil,All,2024,717,True
Sweden,All,2023,215,True
Indonesia,All,2024,70,True
Chile,Biotechnology,2025,0,True
Romania,Biotechnology,2020,1,True
Italy,Biotechnology,2018,3,True
Thailand,Biotechnology,2020,0,True
Austria,Biotechnology,2023,2,True
Taiwan,Biotechnology,2023,7,True
Canada,Biotechnology,2017,8,True
Chile,Community and Lifestyle,2019,5,True
South Korea,Community and Lifestyle,2017,1,True
Slovakia,Community and Lifestyle,2020,0,True
Estonia,Community and Lifestyle,2021,1,True
Canada,Computer Vision,2024,3,True
Portugal,Computer Vision,2020,0,True
Poland,Computer Vision,2023,0,True
Sweden,Computer Vision,2017,0,True
United States,Consumer goods,2022,1026,True
Switzerland,Consumer goods,2024,17,True
Israel,Cyber Security,2024,199,True
Canada,Cyber Security,2023,1,True
Singapore,Cyber Security,2020,5,True
Singapore,Cyber Security,2021,21,True
Denmark,Cyber Security,2022,1,True
Italy,Cyber Security,2025,43,True
Saudi Arabia,Cyber Security,2022,40,True
Dominican Republic,Data and analytics,2021,0,True
Czechia,Data and analytics,2020,8,True
Brazil,Data and analytics,2023,102,True
Romania,Data and analytics,2021,15,True
Estonia,Data and analytics,2017,1,True
North Macedonia,Data and analytics,2024,0,True
Spain,Data and analytics,2026,12,False
Germany,Data and analytics,2017,289,True
Finland,Data and analytics,2018,6,True
Australia,Data and analytics,2019,68,True
